algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,4,10000,0.5,12,200.417,2
ParallelDeltaStepping,1,6,10000,0.5,12,210.762,2
ParallelDeltaStepping,1,8,10000,0.5,12,221.075,2
ParallelDeltaStepping,1,1,10000,0.5,16,119.956,2
ParallelDeltaStepping,1,2,10000,0.5,16,159.098,2
ParallelDeltaStepping,1,4,10000,0.5,16,191.885,2
ParallelDeltaStepping,1,6,10000,0.5,16,207.551,2
ParallelDeltaStepping,1,8,10000,0.5,16,208.82,2
ParallelDeltaStepping,1,1,10000,0.5,20,114.382,2
ParallelDeltaStepping,1,2,10000,0.5,20,152.806,2
ParallelDeltaStepping,1,4,10000,0.5,20,181.589,2
ParallelDeltaStepping,1,6,10000,0.5,20,200.745,2
ParallelDeltaStepping,1,8,10000,0.5,20,209.345,2
ParallelDeltaStepping,1,1,10000,0.5,24,104.091,2
ParallelDeltaStepping,1,2,10000,0.5,24,142.84,2
ParallelDeltaStepping,1,4,10000,0.5,24,174.583,2
ParallelDeltaStepping,1,6,10000,0.5,24,193.038,2
ParallelDeltaStepping,1,8,10000,0.5,24,199.934,2
ParallelDeltaStepping,1,1,10000,0.5,25,104.798,2
ParallelDeltaStepping,1,2,10000,0.5,25,139.688,2
ParallelDeltaStepping,1,4,10000,0.5,25,172.027,2
ParallelDeltaStepping,1,6,10000,0.5,25,191.404,2
ParallelDeltaStepping,1,8,10000,0.5,25,199.015,2
DeltaStepping,0,1,10000,0.7,1,2939.93,2
DeltaStepping,0,2,10000,0.7,1,3987.1,2
DeltaStepping,0,4,10000,0.7,1,3902.23,2
DeltaStepping,0,6,10000,0.7,1,3556.35,2
DeltaStepping,0,8,10000,0.7,1,3176.39,2
DijkstraSequential,0,-1,10000,0.7,1,971.836,2
ParallelDeltaStepping,1,1,10000,0.7,2,456.975,2
ParallelDeltaStepping,1,2,10000,0.7,2,581.601,2
ParallelDeltaStepping,1,4,10000,0.7,2,647.573,2
ParallelDeltaStepping,1,6,10000,0.7,2,663.058,2
ParallelDeltaStepping,1,8,10000,0.7,2,685.032,2
ParallelDeltaStepping,1,1,10000,0.7,4,267.723,2
ParallelDeltaStepping,1,2,10000,0.7,4,341.625,2
ParallelDeltaStepping,1,4,10000,0.7,4,407.741,2
ParallelDeltaStepping,1,6,10000,0.7,4,411.084,2
ParallelDeltaStepping,1,8,10000,0.7,4,416.952,2
ParallelDeltaStepping,1,1,10000,0.7,8,186.439,2
ParallelDeltaStepping,1,2,10000,0.7,8,222.343,2
ParallelDeltaStepping,1,4,10000,0.7,8,249.1,2
ParallelDeltaStepping,1,6,10000,0.7,8,282.909,2
ParallelDeltaStepping,1,8,10000,0.7,8,260.995,2
ParallelDeltaStepping,1,1,10000,0.7,12,155.866,2
ParallelDeltaStepping,1,2,10000,0.7,12,202.712,2
ParallelDeltaStepping,1,4,10000,0.7,12,233.074,2
ParallelDeltaStepping,1,6,10000,0.7,12,250.367,2
ParallelDeltaStepping,1,8,10000,0.7,12,236.361,2
ParallelDeltaStepping,1,1,10000,0.7,16,163.184,2
ParallelDeltaStepping,1,2,10000,0.7,16,191.371,2
ParallelDeltaStepping,1,4,10000,0.7,16,228.549,2
ParallelDeltaStepping,1,6,10000,0.7,16,243.171,2
ParallelDeltaStepping,1,8,10000,0.7,16,225.075,2
ParallelDeltaStepping,1,1,10000,0.7,20,153.783,2
ParallelDeltaStepping,1,2,10000,0.7,20,199.016,2
ParallelDeltaStepping,1,4,10000,0.7,20,229.211,2
ParallelDeltaStepping,1,6,10000,0.7,20,238.023,2
ParallelDeltaStepping,1,8,10000,0.7,20,223.161,2
ParallelDeltaStepping,1,1,10000,0.7,24,139.796,2
ParallelDeltaStepping,1,2,10000,0.7,24,193.378,2
ParallelDeltaStepping,1,4,10000,0.7,24,213.24,2
ParallelDeltaStepping,1,6,10000,0.7,24,211.64,2
ParallelDeltaStepping,1,8,10000,0.7,24,195.907,2
ParallelDeltaStepping,1,1,10000,0.7,25,140.511,2
ParallelDeltaStepping,1,2,10000,0.7,25,180.085,2
ParallelDeltaStepping,1,4,10000,0.7,25,211.041,2
ParallelDeltaStepping,1,6,10000,0.7,25,229.736,2
ParallelDeltaStepping,1,8,10000,0.7,25,213.513,2
